Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,64GB 4GB RAM,32GB 3GB RAM,_1,_1_1,Dual,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,NFC,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,SAR,Keyboard,Browser,Alert types,Clock,Alarm,Languages 
alcatel,alcatel OT-222,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-222.jpg,GSM,GSM 900 / 1800,,,,2009. Released 2009,Discontinued,90 x 44.5 x 11.3 mm (3.54 x 1.75 x 0.44 in),71 g (2.50 oz),,Mini-SIM,"CSTN, 65K colors","1.45 inches, 6.8 cm2 (~16.9% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~125 ppi density)",,,,,No,,GSM 850 / 1900,,,,,,,Yes,No,No,No,No,"Stereo FM radio, RDS",miniUSB 1.1,,Removable Li-Ion 650 mAh battery,,"Cherry Red, Titanium Grey",,,,,No,Organizer Predictive text input,,,,,,,Class 10,No,,,,Up to 400 h,Up to 7 h,,Yes,Yes,SMS,2,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,1.09 W/kg (head)     0.61 W/kg (body),,No,,,,
alcatel,alcatel OT-280,https://fdn2.gsmarena.com/vv/bigpic/alcatel-280.jpg,GSM,GSM 900 / 1800,,,,"2009, March",Discontinued,91 x 45 x 19 mm (3.58 x 1.77 x 0.75 in),88 g (3.10 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~24.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,500 KB,No,,,,,,,Yes,No,No,No,No,No,miniUSB (charging only),,Removable Li-Ion 650 mAh battery,,Acid Green,,,,,Predictive text input Organizer,,,,,,,,Class 10,No,,,,Up to 400 h,Up to 8 h,,300 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",2,No,0.90 W/kg (head),,,,,,,,WAP 2.0/HTML,,,,
alcatel,alcatel OT-202,https://fdn2.gsmarena.com/vv/bigpic/alcatel-202.jpg,GSM,GSM 900 / 1800,,,,"2009, February",Discontinued,98 x 44 x 12.5 mm (3.86 x 1.73 x 0.49 in),69 g (2.43 oz),,Mini-SIM,"CSTN, 65K colors","1.3 inches, 5.0 cm2 (~11.7% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,,,,No,,GSM 850 / 1900,,,,,,,Yes,No,No,No,No,No,No,,Removable Li-Ion 720 mAh battery,,"Black & Grey, Black & Green, Black & Fuchsia",,,,,250 SMS capacity,Predictive text input Calculator,,,,,,,No,No,,,,Up to 250 h,Up to 5 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,1.13 W/kg (head),,,,,,1.41 W/kg (head)     1.04 W/kg (body),,No,,,,
alcatel,alcatel OT-S121,https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-121.jpg,GSM,GSM 900 / 1800,,,,"2009, June. Released 2009",Discontinued,98 x 44 x 12.5 mm (3.86 x 1.73 x 0.49 in),60 g (2.12 oz),,Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm2 (~11.6% screen-to-body ratio)","98 x 64 pixels, 3:2 ratio (~90 ppi density)",,,,,No,,GSM 850 / 1900,,,,,,,Yes,No,No,No,No,FM radio,miniUSB (charging only),,Removable Li-Ion 670 mAh battery,,Black,,,,,No,Calculator Predictive text input,,,,,,,No,No,,,,Up to 290 h,Up to 6 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,,,,,,,1.24 W/kg (head)     0.70 W/kg (body),,No,,,,
alcatel,alcatel OT-111,https://fdn2.gsmarena.com/vv/bigpic/alcatel-111.jpg,GSM,GSM 900 / 1800,,,,"2009, February",Discontinued,98 x 44 x 12.5 mm (3.86 x 1.73 x 0.49 in),60 g (2.12 oz),,Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm2 (~11.6% screen-to-body ratio)","98 x 64 pixels, 3:2 ratio (~90 ppi density)",,,,,No,,250 SMS capacity,,,,,,,Yes,No,No,No,No,No,miniUSB (charging only),,Removable Li-Ion 670 mAh battery,,"Black, Pink",,,,,No,Predictive text input Calculator,,,,,,,No,No,,,,Up to 290 h,Up to 6 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,1.16 W/kg (head),,,,,,,,No,,,,
alcatel,alcatel OT-102,https://fdn2.gsmarena.com/vv/bigpic/alcatel-102.jpg,GSM,GSM 900 / 1800,,,,"2009, February",Discontinued,98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in),69 g (2.43 oz),,Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm2 (~12.1% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,,,,No,,GSM 850 / 1900,,,,,,,Yes,No,No,No,No,No,No,,Removable Li-Ion 720 mAh battery,,"Black & Grey, Black & Green, Black & Red",,,,,250 SMS capacity,Predictive text input Calculator,,,,,,,No,No,,,,Up to 250 h,Up to 5 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,1.01 W/kg (head),,,,,,1.40 W/kg (head)     1.07 W/kg (body),,No,,,,
alcatel,alcatel Mandarina Duck Moon,https://fdn2.gsmarena.com/vv/bigpic/alcatel-mandarina-duck-moon.jpg,GSM,GSM 900 / 1800,,,,"2008, November. Released 2008, December",Discontinued,89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in),83 g (2.93 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,microSD (dedicated slot),10MB,GSM 850 / 1900,,,Yes,VGA,,,Yes,No,No,"2.0, A2DP",No,No,microUSB 2.0,,Removable Li-Ion 750 mAh battery,,"White, Pink, Orange",,,,,External hidden OLED display,MP3/AAC+ player MP4/H.263 player Organizer Voice memo Predictive text input,,,,,,,Class 10,No,,,,Up to 300 h,Up to 7 h,Up to 10 h,"800 entries, Photo call","10 dialed, 10 received, 10 missed calls","SMS, MMS,",2,"Yes, MIDP 2.0",0.87 W/kg (head)     1.21 W/kg (body),,,,,,0.95 W/kg (head),,WAP 2.0,,,,
alcatel,alcatel Mandarina Duck,https://fdn2.gsmarena.com/vv/bigpic/alcatel-mandarina-duck.jpg,GSM,GSM 900 / 1800,,,,"2007, October",Discontinued,89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in),83 g (2.93 oz),,Mini-SIM,"TFT, 65K colors",,128 x 160 pixels,,,,,microSD (dedicated slot),10MB,Embedded images and animations,,,Yes,VGA,,,Yes,No,No,"2.0, A2DP",No,No,2.0,,Removable Li-Ion 750 mAh battery,,"Cherry Red, Lilac, Green",,,,,No,MP3 player Karaoke 3gp/MP4 player Voice memo Predictive text input Organizer,,,,,,,Class 10,No,,,,Up to 300 h,Up to 7 h,Up to 10 h,"800 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS(500), MMS",2,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,,,WAP 2.0,"Vibration; Polyphonic(64), MP3, AAC ringtones",,,
alcatel,alcatel OT-I650 SPORT,https://fdn2.gsmarena.com/vv/bigpic/alcatel-sport.jpg,GSM,GSM 900 / 1800 / 1900,,,,"2008, February. Released 2008, August",Discontinued,102 x 45 x 15.9 mm (4.02 x 1.77 x 0.63 in),75 g (2.65 oz),,Mini-SIM,"OLED, 65K colors","1.8 inches, 10.2 cm2 (~22.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),2MB,No,,,Yes,1.3 MP,,,Yes,No,No,"2.0, A2DP",No,No,miniUSB,Accelerometer,Removable Li-Ion 1000 mAh battery,,Black & Orange,,,,,MP3/AAC player Fitness applications Pedometer and calories counter Shake-to-mute-alarm Predictive text input Organizer,,,,,,,,Class 10,No,,,,Up to 800 h,Up to 10 h,Up to 20 h,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Instant Messaging",1,No,0.76 W/kg (head),,,,,,1.09 W/kg (head)     1.21 W/kg (body),,WAP 2.0/xHTML,Vibration; Polyphonic(64) ringtones,,,
alcatel,alcatel OT-I650 PRO,https://fdn2.gsmarena.com/vv/bigpic/alcatel-pro.jpg,GSM,GSM 900 / 1800 / 1900,,,,"2008, February. Released 2008, August",Discontinued,102 x 45 x 15.9 mm (4.02 x 1.77 x 0.63 in),75 g (2.65 oz),,Mini-SIM,"OLED, 65K colors","1.8 inches, 10.2 cm2 (~22.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),2MB,No,,,No,1.3 MP,,,Yes,No,No,"2.0, A2DP",No,"FM radio, RDS",miniUSB,Accelerometer,Removable Li-Ion 1000 mAh battery,,Black with Chrome,,,,,MP3/AAC player Predictive text input Organizer,,,,,,,,Class 10,No,,,,Up to 800 h,Up to 10 h,Up to 20 h,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Instant Messaging",1,No,1.00 W/kg (head),,,,,,1.09 W/kg (head)     1.21 W/kg (body),,WAP 2.0/xHTML,Vibration; Polyphonic(64) ringtones,,,
alcatel,alcatel OT-V770,https://fdn2.gsmarena.com/vv/bigpic/alcatel-v770.jpg,GSM,GSM 900 / 1800 / 1900,,,,"2008, January. Released 2008, May",Discontinued,104 x 52 x 10 mm (4.09 x 2.05 x 0.39 in),75 g (2.65 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~21.0% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,microSD (dedicated slot),10MB,GSM 850 / 1800 / 1900,,,Yes,1.3 MP,,,Yes,Yes,No,"2.0, A2DP",No,No,2.0,,Removable Li-Ion 750 mAh battery,,"Glossy White, Soft Touch Black",,About 100 EUR,,,No,Organizer MP3 player Predictive text input,,,,,,,Class 10,No,,,,Up to 300 h,Up to 3 h,Up to 12 h,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",1,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,1.06 W/kg (head)     1.22 W/kg (body),,WAP 2.0/xHTML,"Vibration; Polyphonic(64), MP3 ringtones",,,
alcatel,alcatel OT-V670,https://fdn2.gsmarena.com/vv/bigpic/alcatel-v670.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, June",Discontinued,89 x 45.7 x 22 mm (3.50 x 1.80 x 0.87 in),83 g (2.93 oz),,Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~25.1% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),10MB,Embedded images and animations,,,QCIF,VGA,,,Yes,No,No,"2.0, A2DP",No,No,2.0,,Removable Li-Ion 750 mAh battery,,Soft Touch Black,,,,,No,"Conference call up to 5 persons Powerful Music Player: MP3, M4a, AAC, AAC+ (Optional) Synthesized Audio : MIDI, SP-MIDI, AMR 3GP/MP4 Video Recorder (Unlimited) & Player H263/MP4 Codec Supported ID3 Tag Support Flight Mode Karaoke PC Software Suite Voice memo Predictive text input Organizer",,,,,,,Class 10,No,,,,Up to 300 h,Up to 7 h,Up to 10 h,"800 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS, Instant Messaging",2,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,1.05 W/kg (head)     0.85 W/kg (body),,WAP 2.0,"Vibration; Polyphonic(64), MP3, M4A, AAC ringtones",,,
alcatel,alcatel OT-V607A,https://fdn2.gsmarena.com/vv/bigpic/alcatel-v607a.jpg,GSM,GSM 850 / 1900,,,,"2008, February. Released 2008, June",Discontinued,92 x 45.6 x 22.9 mm (3.62 x 1.80 x 0.90 in),83 g (2.93 oz),,Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm2 (~24.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),2MB,No,,,Yes,VGA,,,Yes,No,No,No,No,No,2.0,,Removable Li-Ion 750 mAh battery,,"Orange, Dark Blue, Red",,,,,MP3/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,,,,,,,,Class 10,No,,,,Up to 300 h,Up to 7 h,Up to 10 h,"800 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS",2,"Yes, MIDP 2.0",,,,,,,0.74 W/kg (head)     1.21 W/kg (body),,WAP 2.0 / xHTML,,,,
alcatel,alcatel OT-V570,https://fdn2.gsmarena.com/vv/bigpic/alcatel-v570.jpg,GSM,GSM 900 / 1800,,,,2008. Released 2008,Discontinued,90 x 45 x 17.3 mm (3.54 x 1.77 x 0.68 in),78 g (2.75 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~25.2% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),2MB,GSM 850 / 1900 OT-V570A,,,Yes,VGA,,,Yes,No,No,No,No,No,2.0,,Removable Li-Ion 750 mAh battery,,Black,,,,,No,MP3/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,,,,,,,Class 10,No,,,,Up to 400 h,Up to 7 h,,"800 entries, Photo call","20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",,,,,,,0.96 W/kg (head)     0.96 W/kg (body),,WAP 2.0 / xHTML,,,,
alcatel,alcatel OT-V270,https://fdn2.gsmarena.com/vv/bigpic/alcatel-v270.jpg,GSM,GSM 900 / 1800,,,,"2008, January. Released 2008, February",Discontinued,87.5 x 45 x 21.5 mm (3.44 x 1.77 x 0.85 in),70 g (2.47 oz),,Mini-SIM,"TFT, 65K colors","1.5 inches, 7.3 cm2 (~18.4% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Dark chrome mirror effect Embedded images and animations,,,,,,,Yes,No,No,No,No,No,miniUSB,,Removable Li-Ion 750 mAh battery,,,,,,,No,Predictive text input Organizer,,,,,,,No,No,,,,Up to 325 h,Up to 10 h,,250 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,1.00 W/kg (head),,,,,,0.89 W/kg (head)     0.66 W/kg (body),,No,Vibration; Polyphonic(16) ringtones,,,
alcatel,alcatel OT-V212,https://fdn2.gsmarena.com/vv/bigpic/alcatel-v212.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, August",Discontinued,98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in),,,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~16.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Embedded images and animations,,,,,,,Yes,No,No,No,No,,miniUSB,,Removable Li-Ion 670 mAh battery,,"Metallic Blue, Metallic Green",,,,,No,Exchangeable front panel Predictive text input Organizer,,,,,,,No,No,,,,Up to 250 h,Up to 5 h,,250 entries,"20 dialed, 20 received, 20 missed calls",SMS,1,No,,,,,,,,,No,Vibration; Polyphonic(16) ringtones,,,
alcatel,alcatel OT-S626A,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s626a.jpg,GSM,GSM 850 / 1900,,,,2008. Released 2008,Discontinued,103.5 x 44.9 x 10.9 mm (4.07 x 1.77 x 0.43 in),83 g (2.93 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),10MB,No,,,Yes,1.3 MP,,,Yes,No,No,"2.0, A2DP",No,No,2.0,,Removable Li-Ion 750 mAh battery,,Dark Chrome,,,,,MP3/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,,,,,,,,Class 10,No,,,,Up to 400 h,Up to 9 h,Up to 15 h,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",2,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,1.03 W/kg (head)     1.13 W/kg (body),,WAP 2.0/xHTML,,,,
alcatel,alcatel OT-S521A,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s521a.jpg,GSM,GSM 850 / 1900,,,,2008. Released 2008,Discontinued,103.5 x 44.9 x 10.9 mm (4.07 x 1.77 x 0.43 in),83 g (2.93 oz),,Mini-SIM,STN,"1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,No,,,No,VGA,,,Yes,No,No,No,No,No,miniUSB 2.0,,Removable Li-Ion 750 mAh battery,,"Dark grey, Cherry red",,,,,MP3/AAC+ player Organizer Voice memo Predictive text input,,,,,,,,Class 10,No,,,,Up to 400 h,Up to 10 h,,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",2,No,,,,,,,1.15 W/kg (head)     1.17 W/kg (body),,WAP 2.0/xHTML,,,,
alcatel,alcatel OT-S920,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s920.jpg,GSM / UMTS,GSM 900 / 1800 / 1900,UMTS 2100,,"Yes, 384 kbps","2008, February",Discontinued,105 x 45.5 x 15.5 mm (4.13 x 1.79 x 0.61 in),90 g (3.17 oz),,Mini-SIM,"TFT, 256K colors","1.9 inches, 11.4 cm2 (~23.8% screen-to-body ratio)",176 x 220 pixels (~148 ppi density),,,,,microSD (dedicated slot),40MB,No,,,Yes,1.3 MP,,,Yes,No,No,"1.2, A2DP",No,No,2.0,,Removable Li-Ion 800 mAh battery,,"Black soft touch, Black & Blue soft touch",,,,,MP3/AAC/AAC+ player Predictive text input Organizer,,,,,,,,,,,,,Up to 270 h,Up to 2 h 30 min,,"1000 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",2,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,,,WAP 2.0/xHTML,"Vibration; Polyphonic(72), MP3 ringtones",,,
alcatel,alcatel OT-S621,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s621.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, July",Discontinued,103.5 x 44.9 x 10.9 mm (4.07 x 1.77 x 0.43 in),69 g (2.43 oz),,Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm2 (~21.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,microSD (dedicated slot),10MB,No,,,Yes,1.3 MP,,,Yes,No,No,"2.0, A2DP",No,No,Proprietary,,Removable Li-Ion 750 mAh battery,,Dark Chrome,,,,,MP3/AAC player Predictive text input Organizer,,,,,,,,Class 10,No,,,,Up to 400 h,Up to 10 h,,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",2,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,,,WAP 2.0/xHTML,"Vibration; Polyphonic(64), MP3 ringtones",,,
alcatel,alcatel OT-S520,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s520.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2009, June",Discontinued,103 x 44.9 x 10.9 mm (4.06 x 1.77 x 0.43 in),69 g (2.43 oz),,Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm2 (~22.0% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,Embedded images and animations,,,No,VGA,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion 750 mAh battery,,"Black/Silver, Black/Red",,,,,No,Predictive text input Organizer,,,,,,,Class 10,No,,,,Up to 400 h,Up to 10 h,,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",2,No,1.00 W/kg (head),,,,,,1.15 W/kg (head)     1.17 W/kg (body),,WAP 2.0/xHTML,"Vibration; Polyphonic(64), MP3 ringtones",,,
alcatel,alcatel OT-S320,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s320.jpg,GSM,GSM 900 / 1800,,,,2008. Released 2008,Discontinued,90.5 x 44.5 x 18 mm (3.56 x 1.75 x 0.71 in),90 g (3.17 oz),,Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm2 (~25.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,No,,,,,,,Yes,No,No,"1.2, A2DP",No,"Stereo FM radio, RDS",miniUSB,,Removable Li-Ion 750 mAh battery,,Black,,,,,MP3/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,,,,,,,,Class 10,No,,,,Up to 400 h,Up to 7 h,,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,,,WAP 2.0/xHTML,,,,
alcatel,alcatel OT-S319,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s319.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, July",Discontinued,90.5 x 44.5 x 18 mm (3.56 x 1.75 x 0.71 in),90 g (3.17 oz),,Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm2 (~25.3% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,GSM 850 / 1900 OT-S321A,,,,,,,Yes,No,No,No,No,No,miniUSB,,Removable Li-Ion 750 mAh battery,,Black and Silver/Red/Green/Dark Grey,,,,,No,MP3/AAC+ player MP4/H.264 player Organizer Voice memo Predictive text input,,,,,,,Class 10,No,,,,Up to 400 h,Up to 7 h,,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",Yes,"Yes, MIDP 2.0",1.00 W/kg (head),,,,,,1.07 W/kg (head)     0.99 W/kg (body),,WAP 2.0/xHTML,"Vibration; Polyphonic(64), MP3 ringtones",,,
alcatel,alcatel OT-S218,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s218.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, July",Discontinued,98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in),70 g (2.47 oz),,Mini-SIM,"STN, 65K colors","1.8 inches, 10.2 cm2 (~23.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,Embedded images and animations,,,,,,,Yes,No,No,2.0,No,"Stereo FM radio, RDS",Proprietary,,Removable Li-Ion 670 mAh battery,,"Silver, Silver/Blue, Silver/Pink",,,,,300 SMS capacity,Predictive text input Organizer,,,,,,,Class 10,No,,,,Up to 400 h,Up to 7 h,,800 entries,"20 dialed, 20 received, 20 missed calls","SMS, MMS",2,No,1.00 W/kg (head),,,,,,,,WAP 2.0/xHTML,"Vibration; Polyphonic(64), MP3 ringtones",,,
alcatel,alcatel OT-S215A,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s215a.jpg,GSM,GSM 850 / 1900,,,,2008. Released 2008,Discontinued,98 x 43.6 x 13.8 mm (3.86 x 1.72 x 0.54 in),70 g (2.47 oz),,Mini-SIM,"CSTN, 65K colors","1.8 inches, 10.2 cm2 (~23.9% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,,,,No,2MB,No,,,,,,,Yes,No,No,No,No,Stereo FM radio,No,,Removable Li-Ion 670 mAh battery,,Black,,,,,MP3/MP4 player Organizer Voice memo Predictive text input,,,,,,,,Class 10,No,,,,Up to 400 h,Up to 7 h,,"800 entries, Photocall","20 dialed, 20 received, 20 missed calls","SMS, MMS, Email",1,No,1.10 W/kg (head),,,,,,,,WAP 2.0 / xHTML,,,,
alcatel,alcatel OT-S211,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s211.jpg,GSM,GSM 900 / 1800,,,,2008. Released 2008,Discontinued,98 x 44 x 12.5 mm (3.86 x 1.73 x 0.49 in),60 g (2.12 oz),,Mini-SIM,"CSTN, 65K colors","1.5 inches, 7.3 cm2 (~16.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,GSM 850 / 1900 OT-S211A,,,,,,,Yes,No,No,No,No,Stereo FM radio,miniUSB,,Removable Li-Ion 670 mAh battery,,"Black, White, White & Green and White & Fuchsia",,,,,No,Organizer Predictive text input,,,,,,,No,No,,,,Up to 290 h,Up to 6 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,1,No,1.10 W/kg (head),,,,,,1.27 W/kg (head)     0.97 W/kg (body),,No,,,,
alcatel,alcatel OT-S210,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s210.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, April",Discontinued,98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in),70 g (2.47 oz),,Mini-SIM,"STN, 65K colors","1.5 inches, 7.3 cm2 (~16.8% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~121 ppi density)",,,,,No,,Embedded images and animations,,,,,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion 670 mAh battery,,"Black, Black&Purple, Black&Green",,,,,250 SMS capacity,Predictive text input Organizer,,,,,,,No,No,,,,Up to 250 h,Up to 5 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,1,No,1.10 W/kg (head),,,,,,1.27 W/kg (head)     0.97 W/kg (body),,No,Vibration; Polyphonic(16) ringtones,,,
alcatel,alcatel OT-S120,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s120.jpg,GSM,GSM 900 / 1800,,,,"2008, February. Released 2008, April",Discontinued,98 x 44 x 12.3 mm (3.86 x 1.73 x 0.48 in),,,Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm2 (~11.7% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,,,,No,,250 SMS capacity,,,,,,,Yes,No,No,No,No,No,Proprietary,,Removable Li-Ion 670 mAh battery,,"Black, Black&White",,,,,No,Predictive text input Organizer,,,,,,,No,No,,,,Up to 250 h,Up to 5 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,1,No,1.10 W/kg (head),,,,,,1.26 W/kg (head)     0.74 W/kg (body),,No,Vibration; Polyphonic(16) ringtones,,,
alcatel,alcatel OT-S107,https://fdn2.gsmarena.com/vv/bigpic/alcatel-s107.jpg,GSM,GSM 900 / 1800,,,,"2008, February",Discontinued,98 x 42.5 x 18.5 mm (3.86 x 1.67 x 0.73 in),69 g (2.43 oz),,Mini-SIM,"STN, monochrome graphics","1.3 inches, 5.0 cm2 (~12.1% screen-to-body ratio)","96 x 64 pixels, 3:2 ratio (~89 ppi density)",,,,,No,,250 SMS capacity,,,,,,,Yes,No,No,No,No,No,No,,Removable Li-Ion 720 mAh battery,,"Black, Red",,,,,No,Predictive text input Organizer,,,,,,,No,No,,,,Up to 250 h,Up to 5 h,,255 entries,"20 dialed, 20 received, 20 missed calls",SMS,2,No,1.06 W/kg (head),,,,,,,,No,Vibration; Polyphonic(8) ringtones,,,
